text;time
#peshmerga destroyed isis tunnel sw of kirkuk and killed 7 isis militants.; 5/10/2016
rasul allah ﷺ said:  “verily, some forms of speech are sihr”  ibn al-khall: https://t.co/zyn4hpqopm; 5/10/2016
#amaqagency 2 ied damage a hummer and an armored vehicle of the #egypt|ian army e of #rafah  and s of #sheikhzuweid https://t.co/g6zlbcb9zx; 5/10/2016
rt @worldonalert: #turkey: #pkk killed 3 people and injured 22 more with a bomb that hit a police bus in  #diyarbakir. https://t.co/5erj4u1…; 5/10/2016
there are females dark in skin, but in conduct clear and pure;; 5/10/2016
whose presence would induce the (white) camphor to envy the (black) musk; 5/10/2016
'tis thus with the pupil of the eye; men think it black, though merely (concentrated) light.; 5/10/2016
no apology.  but we don't need allah promised to protect his religion whether they try to portray bad or good image https://t.co/vlz47il5sb; 5/10/2016
poem by ibn kalakis; 5/10/2016
rt @adamhasak43: ypg are getting whittled down. this is a constant drain on them. shadddi is a meat grinder for ypg. https://t.co/3pryegkyfs; 5/10/2016
@abumusafir33 @meynoor_crown no excuse for shirk akbar but hazimis chain takfeer is mad; 5/10/2016
rt @unknowneye8: 32 #pkk members killed by turkish army in sirnak, mardin and tunceli (#ypg supports #pkk with american &amp; russian weapons.); 5/10/2016
rt @adamhasak43: 30 ypg pkk terrorists killed in multiple isis raids on their positions south shaddadi today. https://t.co/jitovelu9s; 5/10/2016
rt @adamhasak43: new born baby has survivd th terrorist attack conducted by #usa-backed baby killers of pkk terrorists in #diyarbakir https…; 5/10/2016
rt @unknowneye8: also 30 #pkk members captured by turkish army (#nato ally) in hakkari,sirnak,mardin and urfa cities.; 5/10/2016
rt @adamhasak43: at least 43 civilians have been injured today in deadly terror attack, which was carried out by usa-backed pkk. https://t.…; 5/10/2016
rt @israelhatzolah: happening now: sirens sounding across israel as the country remembers 23,447 fallen soldiers and 2,576 victims of terro…; 5/10/2016
jean-claude van damme, he says follow the example of muhammad (saw) https://t.co/cf0hedzxtw; 5/10/2016
huge: israeli warplanes targeted a huge hezbollah convoy heading up to #syria near lebanon border.; 5/10/2016
rt @afp: #breaking bangladesh executes top islamist leader for war crimes: minister; 5/10/2016
#isis launched new application for kids to learn arabic letters in their propaganda way with bombs and weapons https://t.co/huylskmnj1; 5/10/2016
breaking  israeli soldier seriously injured after someone screamed 'allahuakbar' and a bomb exploded in jerusalem.; 5/10/2016
rt @nidalgazaui: breaking  israeli soldier seriously injured after someone screamed 'allahuakbar' and a bomb exploded in jerusalem.; 5/10/2016
@rebel_real @youtube "peace be upon him"; 5/10/2016
@rebel_real @youtube  that's nothing my friend; 5/10/2016
rt @conflicts: video: footage shows the moment an airstrike hits a mosque in the town of binnish in northern idlib, #syria. https://t.co/db…; 5/10/2016
rt @afp: turkey car bomb attack kills three in diyarbakir https://t.co/lz9x3qcivc https://t.co/pfjugzpyx0; 5/10/2016
rt @markurban01: why israel's authorised to make changes to the f-35 fighter that nobody else is, uk included https://t.co/y7vklduojz via @…; 5/10/2016
rt @7layers_: #israel struck #hezbollah for the 100th time: the shia "resistance" retaliates by bombing syrian children as usual https://t.…; 5/10/2016
1) #isis releases app teaching kids #arabic: letters, words https://t.co/rkfz0r2pry; 5/10/2016
rt @shamirebel: #breaking  jaish al-feth is shelling pro-regime shia enclaves: fua &amp; kefraya with 50+ rockets in response to #binish https:…; 5/10/2016
the 3th nullifier explained | al-‘āthir | من لم يكفر الكافر فهو كافر|   • https://t.co/ycfjdx9wdi… • must watch; 5/10/2016
representatives from the akp party of turkey celebrate "israel day". embarrassing for pro-turkey groups in syria: https://t.co/kzeotpysnj; 5/10/2016
pt: this is embarrasing for ahrar ash-sham/nusra because they always talk about "liberating jersusalem", yet their sponsor is pro-israel.; 5/10/2016
@sam_samson51 link not working akhi; 5/10/2016
rt @uncle_samcoco: benjamin netanyahu the prime minister of israel calls for the creation of kurdish state.  https://t.co/qsxglvupp7; 5/10/2016
#amaqagency a member of the haftar forces was killed fighting #islamicstate fighters in #qawarishah w of #benghazi https://t.co/votaanpwam; 5/10/2016
very beneficial thread about falsehood of the #syrian #vso &amp; fake dreams of alqaeda in #syria  https://t.co/cmh49kpcs9; 5/10/2016
from #raqqa slaughtered silently activist to a reporter and next time an expert  welcome to twitter for comedy  https://t.co/wub9m4zgm7; 5/10/2016
rt @abcnewsmelb: #breaking notorious preacher musa cerantonio among five men arrested over alleged plan to take small boat to indonesia to…; 5/10/2016
rt @foreignpolicy: anwar al-awlaki’s life after death is a lesson in the difficulty of stamping out radicalism, writes @scottshanenyt https…; 5/10/2016
@mousaalomar الحمد لله اللي لويس فرخان ماعاش وشاف اللي صار بأفغانستان والعراق واليمن والآن سوريا كان **** أمه لمذيع الـ cnn; 5/10/2016
#breakingnews #isis cuts off saa/#russia main supply road between homs and palmyra h/t @itsweetsofdabiq #syria; 5/10/2016
rt @ramiallolah: #breakingnews #isis cuts off saa/#russia main supply road between homs and palmyra h/t @itsweetsofdabiq #syria; 5/10/2016
rt @newsweekeurope: the orange-bearded jihadi general spreading #isis brand in #somalia. https://t.co/mumjtycydv https://t.co/wyogpfuxky; 5/10/2016
@aqiiil @mousaalomar غلطنا ومنك السماح وهي بوسة راس..; 5/10/2016
#breakingnews violent clashes between saa #russia|n troops and #isis in attempt to re-open homs-palmyra supply line since hours.. #syria; 5/10/2016
rt @ramiallolah: #breakingnews violent clashes between saa #russia|n troops and #isis in attempt to re-open homs-palmyra supply line since…; 5/10/2016
al-qaeda leave the matter of sharia to syrians, while is "serve god" and implement sharia without consulting people: https://t.co/2qy0vig300; 5/10/2016
pt: this perfectly summarises the difference between isis and aq. aq care for what people want, while isis only care for "what god wants".; 5/10/2016
rt @elizrael: because these people were burned alive by assad's air force in a market and not by isis in a cage, very few care https://t.co…; 5/10/2016
rt @muslimprisoners: make dua 2 #freemusacerantonio media reporting that he is among 5 men arrested over alleged plan 2 join islamicstate h…; 5/11/2016
rt @adamhasak43: #usa-backed pkk suicide bomber killed a few days ago in #turkey. https://t.co/yrilbhlssm; 5/11/2016
the reason why muslims get "radical". if nobody want to stop assad, they will join whoever fights assad, even is/aq. https://t.co/z6jgbhxowi; 5/11/2016
rt @7layers_: 2 pro-assad child killers looking real worried after being captured by rebels in #khantuman #syria https://t.co/k2feodmc9j; 5/11/2016
@zawjatuap ah cool jazak allah ghir; 5/11/2016
important : "islamic preacher musa cerantonio among five arrested over alleged plan to join islamic state".  https://t.co/ehi6dt0rq3; 5/11/2016
rt @darthputinkgb: we're starting a new organization, "syria sans médecins"; 5/11/2016
@darthputinkgb @levantinewd cc @belkadette; 5/11/2016
@peigneacheveux omg c'est abusé leur putain de propagande je suis dead, c'est un complot.; 5/11/2016
rt is using the picture of syrian sunni buried alive by saa soldiers to say that "is is burying his own soldiers"  https://t.co/1uyfvevmuo; 5/11/2016
#lt you can criticize cnn, bbc, or even al jazeera but the worst propaganda come from russia today (russia) and iranian news channel.; 5/11/2016
number of today's #bagdad bombing rises up 145 - #iraqi media.; 5/11/2016
the #iraqi army lost nearly 40 soldiers in #anbar province in just one hour.; 5/11/2016
20 somali soldiers killed in al-shabab offensive in central somalia.; 5/11/2016
number of today's #bagdad bombing on shiite districts rises up 145 - #iraqi media. https://t.co/kke7bht6za; 5/11/2016
rt @warreporter1: representatives from the akp party of turkey celebrate "israel day". embarrassing for pro-turkey groups in syria: https:/…; 5/11/2016
in remote corner of iraq, an unlikely alliance forms against islamic state  https://t.co/npdqqbyqlf; 5/11/2016
@iraqsurveys أنا لو محلك أطلع عالتلفزيون وأقول لهم: تفو على شرفكم يا ولاد القحبة (بالانكليزي طبعا).. @aljumaily70m; 5/11/2016
rt @iraqsurveys: اتصلت بي قناتين بالانجليزي يطلبون استضافة للتحدث عن تفجير مدينة الصدر ... الكل يتحرك حين يحدث شيء في بعداد .. ولا اذكر احد…; 5/11/2016
greater manchester police training to cope with an  islamic state attack https://t.co/mdg9mlr9fb; 5/11/2016
#iraq|i army drone downed by #isis defenses east fallujah according to aamaq..; 5/11/2016
rt @afarinmamosta: us airstrike on isis, kurdish frontlines. near the end a dialogue between possibly the pilot &amp; advisor/sf is heard. http…; 5/11/2016
5 men on terror watch list arrested trying to leave #australia by boat, allegedly going to #syria  https://t.co/i3sz5qchox; 5/11/2016
iranian soldiers arrived in #iran after they were humiliated by jaish al fateh in khan tuman #aleppo. https://t.co/fvycjwos8y; 5/11/2016
rt @waroflegends1: peace be upon you.; 5/11/2016
#amaqagency martyrdom op kills ~70 and injures dozens more in #sadr city https://t.co/89lvx4layi; 5/11/2016
#amaqagency an iraqi recon plane is shot down east of  #fallujah https://t.co/s1u2w27stu; 5/11/2016
english-speaking isis supporters release an article refuting the recent "hazimi trend" concerning "chain takfir": https://t.co/jnglqq4hp7; 5/11/2016
#amaqagency thwarted assault by vso mercenaries on #islamicstate positions at mt. afai and mt. dabah in e #qalamun https://t.co/np6g2abxui; 5/11/2016
pt: my sources say this "hazimi chain-takfir" was dealt with by isis in 2014, but some english-speaking followers are trying to revive it.; 5/11/2016
@7ulo2 i'll have to ask my sources. these isis guys are really secretive. they are not as open as other rebel group fans who i speak with.; 5/11/2016
#amaqagency 3 children were murdered by #russia|n pilots yesterday in #raqqah city https://t.co/zxwevevfut; 5/11/2016
@asimabumerjem i'm just reporting what isis fanboys are saying. they published a refutation taken straight from isis training camps.; 5/11/2016
@thewilysage hopefully we will get more info soon; 5/11/2016
@imtiyazazhar i do not take ideological stances. my main focus is on reporting about syrian groups (isis, jn and ahrar).; 5/11/2016
rt @ap: video: aftermath of car bombing in baghdad that killed at least 63 people, injured dozens. https://t.co/o2viw2ibsw; 5/11/2016
rt @afp: #breaking ten killed in two more baghdad bomb attacks: police; 5/11/2016
@dowlty__isis jazakallah khairan akhi 😇; 5/11/2016
@imtiyazazhar from what i understand having spoken to isis supporters, abdullah faisal is not an isis representative scholar.; 5/11/2016
#amaqagency #breaking the #islamicstate claims the other 2 martyrdom ops in #kazimiyyah and #adl https://t.co/qij0dao2nf; 5/11/2016
mo'ataa agency: jaysh al-islam and fsa join forces with assad to protect assad-controlled dumayr airbase from isis: https://t.co/hfpdp4q7yd; 5/11/2016
current situation in libya:  red (heftar forces) green (fajr libya) blue (oil installations guards) brown (isis) https://t.co/zhauusclzl; 5/11/2016
@muktarbelmuktar jazakallah khayr; 5/11/2016
#breaking #islamicstate   #quizwoody#eurovision https://t.co/yfze8uprla; 5/11/2016
#breaking   2 martyrdom op. w/xplosive belts hits #baghdad.  #imexcitedabout#ripcity https://t.co/iyfy96ltqs; 5/11/2016
نَعُـمُّ أُنَاسَنَـا وَنَعِفُّ عَنْهُـمْ… وَنَحْمِـلُ عَنْهُـمُ مَا حَمَّلُوْنَـا; 5/11/2016
#breaking #islamicstate  #wilayatdamashq https://t.co/xou3tjmus2; 5/11/2016
rt @amaramarasingam: members of the nationalist hindu sena group asked the hindu gods to help trump become president. https://t.co/lzqy7ayf…; 5/11/2016
نُطَـاعِنُ مَا تَرَاخَى النَّاسُ عَنَّـا… وَنَضْرِبُ بِالسِّيُوْفِ إِذَا غُشِيْنَـا; 5/11/2016
rt @waroflegends1: aamaq agency: russian airstrike on #raqqa city kills three children.. #islamicstate #is #isis #syria #ruaf https://t.co/…; 5/11/2016
بِسُمْـرٍ مِنْ قَنَا الخَطِّـيِّ لُـدْنٍ… ذَوَابِـلَ أَوْ بِبِيْـضٍ يَخْتَلِيْنَـا; 5/11/2016
rt @nvor85j: #breaking #islamicstate  #wilayatdamashq https://t.co/xou3tjmus2; 5/11/2016
#breaking #amaqagency  #wilayatdamashq  #qalamun https://t.co/pjtomolaug; 5/11/2016
كَأَنَّ جَمَـاجِمَ الأَبْطَالِ فِيْهَـا… وُسُـوْقٌ بِالأَمَاعِـزِ يَرْتَمِيْنَـا; 5/11/2016
rt @colebunzel: so isis has created a smartphone app for teaching children the alphabet https://t.co/kb6xvwajml; 5/11/2016
نَشُـقُّ بِهَا رُؤُوْسَ القَوْمِ شَقًّـا… وَنَخْتَلِـبُ الرِّقَـابَ فَتَخْتَلِيْنَـا; 5/11/2016
rt @warreporter1: al-qaeda leave the matter of sharia to syrians, while is "serve god" and implement sharia without consulting people: http…; 5/11/2016
rt @warreporter1: mo'ataa agency: jaysh al-islam and fsa join forces with assad to protect assad-controlled dumayr airbase from isis: https…; 5/11/2016
